"","AIH049","AIH050","AIH051","AIH053","AIH054","AIH055","AIH056","AIH057","AIH060","AIH061","AIH062","AIH063","AIH064","AIH065","AIH066","AIH076","AIH081","AIH082","AIH083","AIH001","AIH002","AIH003","AIH005","AIH006","AIH007","AIH009","AIH018","AIH020","AIH021","AIH022","AIH023","AIH026","AIH027","AIH029","AIH030","AIH031","AIH032","AIH033","AIH035","AIH036","AIH037","AIH039","AIH040","AIH042","AIH043","AIH046","AIH047","AIH052","AIH058","AIH059","AIH068","AIH069","AIH070","AIH071","AIH072","AIH074","AIH077"
"OTU1689.NN.Soleaferrea_massiliensis_JX101688.D.88_9",3,5,1,3,47,0,22,164,57,24,5,0,2,2,0,12,134,221,168,7,0,2,6,0,0,0,2,0,0,2,2,0,0,0,1,0,0,48,0,0,0,0,0,61,2,128,9,28,42,49,0,63,0,46,10,0,41
"OTU169.NN.Faecalibacterium_prausnitzii_X85022.D.96_7",193,135,265,63,929,945,10,569,9,99,3311,10,1178,445,105,2,3323,199,129,199,0,1,49,506,1,4,229,0,3,12,59,375,2,1,644,2,0,1,823,502,5,27,51,1,178,93,5,71,1524,9,1791,19,3580,1,16,0,0
"OTU1701.NN.Papillibacter_cinnamivorans_AF167711.D.89_7",31,3,1,66,0,0,2,0,11,20,1,0,0,62,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,1,1,51,0,0,0,93,0,0,0,0,1,0,6,0,0,20,0,16,2,0,24,0,0,0
"OTU1709.NN.Desulfitobacterium_frappieri_DFU40078.D.85_6",4,0,8,0,22,0,5,52,2,6,33,0,86,0,0,0,0,0,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,48,15,3,18,0,0,93,0,0,0
"OTU1731.NN.Roseburia_intestinalis_AB661435.D.97",1236,2378,117,3476,896,1599,3798,2946,618,334,836,18170,803,985,2895,1,2804,1041,1080,163,2093,1065,1500,309,2,20,168,457,31,32,60,1508,453,5269,1283,1853,22,4,345,375,281,8220,330,196,678,1181,311,731,2822,75,224,221,1725,449,17,1558,251
"OTU174.NN.Anoxystipes_fissicatena_NR_104800_1.D.92_4",108,42,3,4,6,9,36,65,42,25,13,1,31,5,54,0,2,21,40,10,116,28,22,128,0,0,6,0,1,0,0,24,31,1,2,7,0,0,47,13,0,1013,2,6,11,3,51,6,186,3,41,13,16,9,0,128,0
"OTU175.NN.Roseburia_hominis_AB661434.D.94_3",650,35,16,3,0,3,11,12,29,205,12,0,29,0,0,0,0,1,45,0,2,0,1,2,0,2,0,0,0,1,0,0,352,0,0,0,0,1,4,0,1,1,0,0,3,305,104,25,36,0,7,0,1,1,0,0,1
"OTU178.NN.Oscillibacter_valericigenes_AB238598.D.92_5",1313,841,223,5,1,105,901,1809,2,300,726,2,726,669,0,1,4056,2,36,87,1319,147,236,642,0,0,274,1,10,29,1,1,0,11,2764,0,4,0,0,1149,0,5,968,0,0,16,1148,893,1868,347,812,41,1029,1,157,0,0
"OTU18.NN.Ruminococcus_bromii_DQ882649.D.88_1",8,6,21,16,39,17,27,95,20,114,12,20,36,16,0,0,42,6,4,159,129,6,150,0,0,5,0,0,0,0,0,5,0,0,0,31,0,56,0,4,0,0,1,6,11,11,5,33,6,6,17,5,15,129,3,0,0
"OTU19.NN.Phenylobacterium_haematophilum_AJ244650.D.97",0,0,0,0,0,9,2,0,0,0,3,55,3,0,0,0,28,0,0,7,0,14,0,1,0,0,2,0,11,13,0,3,7,0,3,3,3,7,14,2,27,11,0,1,1,6,1,2,0,0,0,3,0,0,0,8,0
"OTU197.NN.Ruminococcus_albus_AY445596.D.93_7",34,1,8,40,228,0,1009,569,0,3,2,3,471,33,0,0,5949,5303,145,219,0,128,110,13,2,0,0,17,0,2,2,0,0,1,17,0,3,0,0,0,126,3,8,0,1,583,16,139,11,9,7,3,248,334,0,0,0
"OTU206.NN.Oscillibacter_valericigenes_AB238598.D.95_4",41,90,14,122,689,97,126,223,115,6,3,286,164,125,354,0,306,251,41,18,438,38,627,0,0,5,11,0,11,1,0,5,0,0,32,136,1,369,147,37,31,123,2,326,105,46,35,74,277,53,13,580,351,306,1,58,70
"OTU214.NN.Eubacterium_biforme_JF298897.D.96_8",0,0,187,0,0,0,0,0,4,0,0,0,0,16,1,0,0,0,0,0,0,0,38,111,0,0,0,0,0,11,0,346,18,1,72,0,0,0,29,0,0,0,0,0,0,0,0,160,1,2,3,49,2,0,1,9,0
"OTU234.NN.Prevotella_conceptionensis_HM587326.D.87_4",0,0,0,9,5,0,1,2,1,0,1,51,13,0,6,0,4,2,0,35,10,0,4,5,10,5,40,0,0,7,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0,38,0,2,0
"OTU24.NN.Massilia_aurea_AM231588.D.96_2",2,16,42,70,48,1,8,155,13,3,27,28,39,42,8,26,2,4,2,40,16,10,5,22,5,25,62,1,26,3,0,9,7,0,11,6,6,1,0,2,6,15,0,3,0,18,44,15,13,7,15,55,102,4,4,21,19
"OTU252.NN.Rothia_aeria_AB753461.D.96_6",11,0,0,1,0,0,2,0,1,1,1,7,0,0,0,0,5,38,6,10,19,0,2,2,0,0,5,43,0,29,0,4,1,59,0,0,9,0,1,5,11,7,0,0,1,1,0,0,4,2,3,0,2,0,2,12,2
"OTU253.NN.Geobacillus_stearothermophilus_EF025325.D.75_9",2,0,6,5,15,1,3,0,4,4,4,2,2,4,153,0,45,0,0,0,2,0,0,1,2,33,15,13,0,109,0,10,10,1,0,4,0,0,2,4,17,13,0,0,14,36,4,0,2,0,4,6,3,0,0,89,0
"OTU255.NN.Anoxystipes_fissicatena_NR_104800_1.D.94_9",89,0,12,0,1,2,76,0,0,105,16,0,5,0,0,0,3,3,10,8,0,0,194,0,0,0,0,0,1,0,0,0,0,0,1,23,0,0,2,0,0,50,1,0,0,0,1,13,60,23,175,0,0,2,0,0,0
"OTU260.NN.Clostridium_clostridioforme_AY169422.D.94_1",77,19,1,11,1,3,2,19,105,147,9,16,2,5,32,0,10,295,72,1,5,24,25,12,0,5,11,0,6,0,0,4,193,1094,0,2,0,0,4,1,0,2,0,21,0,1,4,5,21,3,43,2,19,0,0,9,16
"OTU286.NN.Ruminococcus_bromii_DQ882649.D.96_6",3,21,23,38,40,7,6,6,20,25,0,5,113,21,53,0,8,8,20,55,1,8,29,0,0,0,0,3,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,176,0,1,13,84,1,0,7,16,13,15,2,0,26
"OTU293.NN.Clostridium_glycyrrhizinilyticum_AB233029.D.91_2",87,1060,7,13,2,3,6,9,0,106,0,0,8,32,28,0,12,99,13,0,0,0,24,1,0,0,0,0,0,0,0,10,6,194,3,0,0,0,0,0,37,191,1,0,0,14,0,1,123,0,3,2,0,0,0,0,0
"OTU303.NN.Eggerthella_lenta_AF292375.D.87_9",0,0,0,0,45,0,20,0,0,0,3,18,17,2,20,0,0,0,58,2,6,2,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,2,8,0,0,1,1,0,0,40,0,0,0
"OTU342.NN.Clostridium_clariflavum_NR_102987_1.D.77_3",324,110,50,3,0,11,74,21,65,701,606,113,117,75,0,0,161,182,36,89,7,28,2,12,0,0,0,0,1,0,0,0,4,0,88,0,0,0,66,47,0,0,3,0,124,88,28,9,36,26,258,47,0,1,6,0,0
"OTU363.NN.Anaerofilum_pentosovorans_X97852.D.92_9",3,4,0,26,0,0,1,19,7,9,1,3,0,41,0,0,0,0,2,1,16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3,5,3,0,4,18,0,0,2,0,9
"OTU371.NN.OscillospiraPseudoflavonifractor_capillosus_AY136666.D.92_5",71,11,5,86,0,26,3,0,39,87,7,0,0,7,0,0,1,0,13,3,0,52,0,12,0,0,56,0,0,4,0,17,366,210,110,1,1,0,12,8,0,2175,0,0,42,7,6,0,0,26,44,0,62,0,13,0,0
"OTU379.NN.Dialister_succinatiphilus_AB370249.D.96_3",0,0,2,3,1248,0,5,5,2,0,0,0,1095,2822,0,0,0,1,0,4,0,0,3,20450,2,0,0,0,2,0,0,0,0,24,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,598,1612,7109,35,38,0,1,0
"OTU383.NN.Clostridium_populeti_X71853.D.91_5",18,119,6,2,10,67,2,214,387,116,16,557,74,89,0,0,386,57,353,16,30,1846,3,0,0,0,1,0,0,4,0,0,6,0,33,960,0,1,0,0,0,0,1,0,0,16,140,39,561,26,78,32,0,2,1,0,2
"OTU395.NN.Clostridium_bolteae_AJ508452.D.93_5",55,6,17,39,0,43,0,57,28,11,14,0,29,398,6,0,16,166,151,17,0,41,25,5,0,1,13,23,2,5,0,8,1,1,90,0,0,0,6,1,0,14,7,277,9,7,1,16,16,16,173,0,173,4,0,0,1
"OTU405.NN.Barnesiella_intestinihominis_AB370251.D.89_9",20,9,0,41,43,89,0,0,0,2,17,30,0,0,36,0,0,0,0,0,84,0,0,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,24,0,2,0,0,40,29,186,0,0,0,18,241,0,0,1,0,1
"OTU426.NN.Clostridium_sporosphaeroides_CLORR16SAD.D.92_3",29,4,0,47,13,21,8,18,11,0,43,146,23,41,71,0,57,11,42,7,33,15,53,1,0,1,22,114,889,242,10,12,0,0,8,8,0,10,15,0,21,27,0,1,17,12,2,0,47,0,12,0,15,68,1,15,0
"OTU434.NN.Clostridium_lactatifermentans_AY033434.D.95_2",0,19,0,0,0,0,0,0,136,179,38,36,0,0,0,0,0,4,0,0,51,0,81,276,0,0,0,0,0,0,0,0,171,0,0,0,0,0,112,46,0,0,0,59,0,4,0,0,153,5,26,1,19,0,0,0,0
"OTU468.NN.OscillospiraFlavonifractor_plautii_Y18187.D.93_9",0,36,0,8,1,0,4,0,8,0,0,12,21,5,0,0,187,18,0,15,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,9,0,0,0,0,0,6,13,0,5,0,12,0,14,0,0,12
"OTU471.NN.Clostridium_lituseburense_CLORR16SC.D.96_6",59,72,159,6733,1309,478,381,6036,83,109,21510,1339,1140,3494,2053,5,412,540,18,1239,295,3216,15,113,0,23,20,1,9290,3,25,2,2,2,8,54,5,1,385,1,0,15,6,8,4999,388,4,382,2848,719,229,19,6461,27,0,18,698
"OTU481.NN.Clostridium_lactatifermentans_AY033434.D.85_5",19,1,0,8,83,0,0,1,0,0,0,0,3,7,8,0,0,29,0,0,0,8,24,0,0,0,523,0,0,0,0,0,3,0,0,0,0,0,0,0,0,83,0,8,0,0,2,0,0,0,0,0,0,0,0,0,3
"OTU482.NN.Eubacterium_sulci_AJ006963.D.89_4",27,15,58,0,0,0,29,0,0,53,5,0,0,30,0,0,0,0,22,0,28,39,0,57,0,2,0,0,0,0,0,0,0,0,24,0,0,0,8,14,0,1,4,0,15,1,110,0,8,1,30,98,5,0,2,0,0
"OTU483.NN.Lactobacillus_rogosae_GU269544.D.95_9",153,34,26,22,2,1,6,41,41,41,5,0,11,0,14,2,33,117,0,10,48,0,55,0,0,11,0,1003,16,0,0,20,2,460,4,25,1,0,7,19,0,127,0,0,21,6,18,37,12,0,6,17,6,0,0,0,0
"OTU500.NN.Oscillibacter_valericigenes_AB238598.D.90_6",419,809,706,0,0,117,36,0,1,484,62,0,0,306,1,0,0,0,117,0,6,3,245,163,0,42,0,0,11,39,0,0,4,4,1932,0,0,0,1379,13,0,0,13,0,0,63,16,0,154,104,553,48,1,0,79,0,0
"OTU506.NN.Christensenella_minuta_AB490809.D.83_8",4787,236,766,1118,2,133,1493,2,8,3452,210,1255,17,9,91,0,1081,0,1,3,0,0,3,54,0,0,0,0,0,2,0,0,1,0,3,0,2,0,190,0,0,1,18,0,50,250,7,416,1173,0,776,0,0,0,0,0,0
"OTU516.NN.Prevotella_copri_AB064923.D.96_6",34,5,16,92,169,1,8,53,21,4,12860,1,13,24,11,16,2,7,2,14060,10,30,3896,11508,21,24930,32,1,145,359,2,2,46129,111,18948,4,58,1,11782,62530,15,101,13045,5,24837,73326,67,0,2,3570,16054,4279,16,0,3363,5,1
"OTU520.NN.Clostridium_bolteae_AJ508452.D.93_9",8,0,1,0,0,0,1,0,0,0,10,11,2,0,1,0,4,116,65,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,2,0,0,0,0,12,0,0,0,3,1,0,1,3,1,1,1,0,3
"OTU521.NN.Papillibacter_cinnamivorans_AF167711.D.89_6",12,6,0,14,0,0,7,0,18,18,0,16,4,1,83,1,0,0,6,4,0,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,7,0,0,0,0,1,0,1,1,5,0,12,10,14,17,11,0,0
"OTU555.NN.Christensenella_minuta_AB490809.D.88_7",0,0,1,0,115,0,156,50,4,0,0,32,177,0,0,0,0,0,4,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,18,6,1,8,22,4,0,0,0,12,0,0,0
"OTU58.NN.OscillospiraFlavonifractor_plautii_Y18187.D.95_5",1,8,3,10,15,4,5,54,0,0,0,0,3,3,0,0,0,2,0,0,0,1,44,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,2,17,6,0,0,170,72,24,0,4,16
"OTU60.NN.Ruminococcus_bromii_DQ882649.D.89_6",0,0,1,20,58,11,1,14,16,0,7,0,7,72,17,0,11,352,42,1,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,41,18,11,23,55,9,3,1,0,23,8,2,0,27
"OTU622.NN.Clostridium_methylpentosum_Y18181.D.87_5",147,26,26,0,0,0,4,0,0,45,7,0,2,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,30,24,6,6,19,2,109,0,0,0,213,0,407
"OTU644.NN.Dorea_massiliensis_JX101687.D.88_1",1042,50,21,694,551,0,487,184,1,110,130,4,779,186,89,311,182,150,1029,645,9,590,948,449,1,704,111,0,208,22,432,204,17,2,813,2,58,54,152,163,8,4,16,187,518,48,810,104,434,155,1831,335,165,522,100,0,0
"OTU657.NN.Soleaferrea_massiliensis_JX101688.D.88_5",178,463,76,493,1,0,0,0,4,0,0,251,1,0,0,0,0,0,0,1076,0,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,5,0,2,0,189,132,0,111,0,0,364,210,0,0,0,0,0
"OTU661.NN.Blautia_wexlerae_EF036467.D.94_9",1147,82,68,175,83,15,178,135,50,519,114,321,78,36,177,0,64,980,201,32,82,9,52,2,0,31,7,0,40,12,1,17,9,374,10,30,0,0,140,18,30,22,48,21,21,32,9,69,56,19,363,7,14,23,6,106,23
"OTU673.NN.Ruminococcus_callidus_X85100.D.93_8",86,0,4,0,1,618,4,2,0,74,0,0,0,1255,0,0,0,0,12,0,0,0,5809,80,0,1,0,0,9,35,1,0,0,7,1850,1,2,0,0,0,0,1,0,0,0,1,926,0,0,30,511,2707,0,0,0,0,22
"OTU694.NN.Clostridium_clariflavum_NR_102987_1.D.85_2",329,32,74,71,56,185,35,71,54,63,15,60,144,18,84,0,169,101,35,15,1,105,68,7,0,6,0,0,0,0,3,0,16,90,7,24,0,0,3,0,0,64,4,9,81,142,119,42,74,11,38,2,31,73,1,5,58
"OTU699.NN.Clostridium_methylpentosum_Y18181.D.88_8",47,14,1,47,8,15,1,4,8,0,14,15,49,64,8,0,102,0,18,20,4,11,48,0,0,0,125,0,0,2,0,4,2,0,13,3,0,0,6,1,0,24,1,49,25,24,0,0,12,2,1,3,25,25,6,27,5
"OTU700.NN.Oscillibacter_valericigenes_AB238598.D.90_8",13,16,2,7,37,5,5,5,59,2,2,6,55,19,2,0,59,8,11,0,17,1,5,0,0,5,17,0,0,0,0,1,0,0,13,3,0,4,1,0,0,97,4,9,62,2,23,0,6,0,2,45,0,0,1,63,12
"OTU761.NN.Clostridium_sporosphaeroides_CLORR16SAD.D.93_2",40,0,0,125,4,4,34,4955,10,37,8,2,74,13,0,0,33,10,0,332,84,293,3,1,0,13,0,0,0,1,0,1,0,0,1,146,1,0,13,6,21,12,3,3,9,27,39,147,5,1,8,12,945,1,1,1,25
"OTU767.NN.Anoxystipes_fissicatena_NR_104800_1.D.93_6",41,3,1,6,6,17,21,40,4,201,1,2,7,6,6,79,2,0,23,1,11,8,3,45,0,0,0,0,0,0,0,16,0,0,5,2,0,0,13,0,0,0,1,1,1,1,26,4,24,2,173,2,24,17,2,0,0
"OTU790.NN.Barnesiella_intestinihominis_AB370251.D.84_6",0,0,4,2,0,0,1,2,25,0,3,0,3,8,0,1,0,1,0,0,0,1,0,1863,0,1077,0,0,6,28,0,241,2287,8,2248,0,0,0,5,0,1,0,0,1,0,2,2,5866,0,1352,4,756,0,0,4474,1,4707
"OTU798.NN.Oscillibacter_valericigenes_AB238598.D.90_1",1725,1036,756,1711,3,2654,110,74,1197,521,131,488,2,76,0,0,0,0,193,0,2,1,2,3877,0,0,5,1,4,0,0,0,12,0,0,0,0,0,6221,605,0,0,32,17,314,421,44,0,239,1,576,5920,0,0,515,1,1
"OTU80.NN.Eubacterium_desmolans_EUBRRDO.D.94_1",394,0,4,56,20,3,0,8,0,245,79,4,10,51,0,0,18,6,0,0,0,13,4,4,0,2,0,0,0,42,2,0,131,0,2,2,0,0,17,0,0,238,1,1,0,0,0,6,20,0,65,4,11,4,0,8,1
"OTU807.NN.Soleaferrea_massiliensis_JX101688.D.86_9",638,0,0,0,0,0,520,0,0,248,0,0,427,0,1,0,293,0,31,0,0,0,5,3,1,0,0,0,10,42,0,0,0,15,3976,0,1,0,0,0,0,3,1,0,0,0,2,0,136,25,1,0,0,123,51,0,38
"OTU808.NN.Eubacterium_ramulus_EUBRRDT.D.95_9",46,9,0,13,1,14,18,0,0,318,69,63,0,4,0,0,0,0,108,0,0,41,5,12,0,3,85,0,0,0,0,0,1,0,0,18,0,0,15,3,0,0,1,17,6,1,0,41,45,0,47,531,2,1,4,0,0
"OTU810.NN.Soleaferrea_massiliensis_JX101688.D.87_6",29,0,0,0,0,0,1,3212,370,0,1043,0,21,4,0,0,0,960,74,0,135,0,514,0,1,1898,0,0,0,0,41,0,0,0,0,890,3,103,0,0,1,4,15,43,0,0,1,0,0,0,2,0,0,0,0,0,0
"OTU82.NN.Clostridium_lactatifermentans_AY033434.D.93_1",6,2,1,0,31,1,1,3,1,14,1,0,0,3,4,0,6,6,2,9,0,6,20,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,1,7,3,5,7,5,3,0,4,0,0,4,0,0,7
"OTU84.NN.Robinsoniella_peoriensis_AF445258.D.93_1",312,12,0,13,0,2,12,13,14,170,26,31,6,1,5,0,0,20,16,6,3,5,0,1,0,2,11,0,0,3,0,3,0,0,4,0,0,8,1,0,0,0,0,0,1,1,0,2,7,0,17,3,4,0,1,8,0
"OTU840.NN.Oscillibacter_valericigenes_AB238598.D.94_8",1,16,3,27,22,1,4,17,15,2,7,38,20,5,4,0,29,141,0,2,3,4,34,1,0,2,0,0,1,0,0,2,53,0,18,11,0,10,15,5,0,0,0,3,3,5,4,11,3,0,1,11,12,32,0,0,3
"OTU841.NN.Eubacterium_saphenum_GU427005.D.91_9",34,18,8,47,37,140,32,1,27,29,1,69,140,45,46,0,0,0,34,11,195,16,1,83,0,0,21,0,1,0,0,19,61,0,10,5,0,0,72,15,11,0,0,39,2,66,51,7,12,12,7,46,42,23,3,27,0
"OTU845.NN.Alistipes_onderdonkii_AB554231.D.96_7",179,853,22740,244,5572,28,1344,5375,301,35,1431,3872,5736,3300,4364,1961,3323,3,472,19180,2694,14860,5164,7,3,12,3397,1,15,3209,4,472,39,2,280,22790,15,8446,539,370,3477,482,40,4620,608,128,4572,370,5721,2871,1036,390,413,24100,132,2,224
"OTU855.NN.Roseburia_faecis_AY804149.D.95_5",97,16,4,36,4,12,1175,27,91,21,10,32,9,903,52,0,9,20,352,8,28,22,1017,27,1,6,3,28,3,0,1,7,29,10,36,7,2,4,3084,11,63,34,0,1,29,2,351,22,190,2,26,1,5,99,3,17,832
"OTU857.NN.Eubacterium_sulci_AJ006963.D.90_2",8,4,2,128,0,0,0,14,2,3,19,0,170,0,0,0,0,0,12,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,7,29,5,16,0,0,23,7,0,0
"OTU867.NN.Christensenella_minuta_AB490809.D.91_9",6,46,8,73,0,4,13,14,17,0,14,5,2,142,0,0,31,3,0,16,2,0,310,0,0,0,1,0,0,0,1,0,0,0,0,10,0,5,11,0,0,0,1,0,16,5,0,31,5,1,0,20,19,12,0,0,9
"OTU869.NN.Papillibacter_cinnamivorans_AF167711.D.90_2",6,46,7,1,0,17,1,5,0,0,38,5,174,2,0,0,0,0,921,10,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,86,0,0,0,0,0,0,6,77,0,13,41,3,0,0,0,14,0,0
"OTU877.NN.OscillospiraFlavonifractor_plautii_Y18187.D.93_8",116,0,1,0,5,81,1,0,0,99,4,0,0,0,0,0,0,0,39,0,91,5,30,11,0,71,0,0,1,0,0,0,24,0,0,0,2,2,12,4,0,5,2,4,51,37,0,0,7,0,39,0,31,1,0,11,0
"OTU902.NN.Prevotella_loescheii_AB547688.D.88_8",8,59,88,141,161,0,32,617,63,7,52,0,122,70,55,30,0,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,2,0,0,53,57,33,86,40,99,186,30,8,75,11
"OTU916.NN.Eubacterium_siraeum_EUBRRDV.D.93_2",843,4,51,355,1,59,5,245,134,58,2,766,385,13,0,0,0,0,2,0,0,447,393,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,5,1,105,0,0,0,0,0,0
"OTU93.NN.Ruminococcus_bromii_DQ882649.D.96_3",1243,860,695,3269,2812,181,379,7800,623,8671,2431,499,5068,1996,1295,9,327,337,5394,2896,3,3343,1293,124,2,0,1,81,33,112,0,1,9,20,5418,6,7,7,5,0,8,12,79,6651,49,5495,762,3128,171,3,847,1537,26470,809,6435,4,1735
"OTU957.NN.Anoxystipes_fissicatena_NR_104800_1.D.93_2",107,8,6,0,2,0,337,2,0,9,0,44,1,13,7,0,0,34,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,80,1,0,0,0,0,0,6,0,38,0,0,0,0,114,0
"OTU962.NN.Oscillibacter_valericigenes_AB238598.D.89_7",182,0,1187,0,0,1,0,1,0,385,14,0,127,164,0,0,0,0,13,0,0,2,0,56,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2070,0,0,0,1,0,102,1,0,41,548,0,1343,2,0,0,359,0,0
"OTU976.NN.Eubacterium_sulci_AJ006963.D.91_7",0,0,0,0,21,5,1,17,2,0,0,37,11,3,0,0,30,0,8,2,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,1,2,0,2,2,0,1,59,0,24,0,28,8
"OTU98.NN.Christensenella_minuta_AB490809.D.84_9",3,0,2,0,26,0,6,42,25,0,9,0,29,0,0,0,0,0,12,0,13,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,0,61,26,5,9,21,0,158,0,0,0
"OTU988.NN.Barnesiella_intestinihominis_AB370251.D.87_1",125,252,0,356,1193,0,646,1,347,110,9,110,564,944,72,1,0,0,426,15,10,2966,236,0,0,3,2,0,93,0,0,421,1,0,2,0,1,106,0,887,0,393,0,14,4,0,3,129,143,0,180,0,59,0,65,611,33
"OTU995.NN.Gemmiger_formicilis_GU562446.D.92",5413,803,1316,6194,6572,2510,1400,5376,2739,5484,834,2742,5021,888,2066,11,6191,17916,8738,698,874,1401,22960,1570,3,3168,29891,7539,41,25,98,2658,1429,477,1613,313,101,37,7044,1486,386,7883,92,13955,1084,2074,1477,1136,3160,2471,1635,1371,4033,2724,421,15208,2448
"OTU997.NN.Catabacter_hongkongensis_AB671763.D.82_9",1,19,0,9,0,0,6,0,0,2,0,0,0,15,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,2,0,0,0,0,0,2,4,0,1,10,2,0,0,15,0,0,0,4
"Parabacteroides_goldsteinii",4,182,60,38,196,0,27,340,29,0,52,364,56,664,26,12,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,5,121,0,1,0,0,0,0,0,0,0,2,15,2,0,220,20,10,25,0,3,18,2,0,4,2
"Parabacteroides_merdae",363,113,137,202,506,0,216,0,7,796,1,0,11,0,533,1,626,1,584,438,0,1,80,0,0,5,1,0,511,1,23,384,169,0,2,0,1,0,15,37,1,193,4,853,0,11,281,0,516,662,799,228,563,1296,41,675,1972
"Paraprevotella_clara",0,0,3,2835,6,0,8,1,4,0,0,0,5,1,0,0,0,0,0,264,2,0,0,57,2,0,0,0,4,0,0,0,15,3,4,0,0,0,255,187,0,2,21,488,0,2,3,772,1512,257,0,360,0,427,194,0,674
"Parasutterella_excrementihominis",16,0,14,7,7536,564,0,71,10110,2,3,774,71,86,0,42,86,1,78,0,68,361,1,0,0,0,0,0,0,1,0,13,2,22,10,0,0,0,49,14,1,42,1,0,5,2,1,130,0,6,51,0,1294,11,16,0,1829
"Pelomonas_saccharophila",0,2,10,19,13,37,4,52,7,1,8,258,12,8,11,6,77,1,2,16,10,47,5,8,0,7,6,1,42,46,4,11,19,1,13,12,15,10,16,13,50,42,0,23,16,25,8,11,0,4,2,30,18,6,2,16,2
"Phascolarctobacterium_faecium",50,979,13,6751,5,4,16740,7,3,3129,0,12460,37,3,0,3,0,0,2,1,7064,36320,0,16,1,29,3,0,8,5,0,0,7,0,9,1,18,2,856,1248,1,7,32,0,329,29,12600,1,0,37,5,44,9504,0,1186,6424,0
"Phascolarctobacterium_succinatutens",0,0,1,0,4,0,3,7,1,0,0,0,7,1,0,0,0,0,0,0,1,3,1,2,0,0,6,0,3,11,0,2772,10170,0,385,0,1,0,14,0,0,0,0,0,0,2,1,0,0,0,1,433,0,1,0,0,0
"Phenylobacterium_haematophilum",0,4,16,37,10,24,2,45,6,0,32,124,6,5,9,16,31,3,1,25,2,25,8,3,5,7,18,1,26,37,4,5,11,0,18,1,4,5,9,6,30,31,1,18,2,19,16,3,1,7,2,36,57,7,0,28,7
"Ruminococcus_callidus",164,64,139,2542,1121,0,188,2,92,0,232,376,171,0,0,0,707,29,0,213,0,0,0,33,0,0,0,1,1,2,0,0,0,3,0,2,1,0,37,0,1,0,30,1,125,753,0,41,0,0,98,6,2585,637,0,0,70
"Ruminococcus_lactaris",114,80,24,37,18,33,8,0,49,30,11,158,43,3,0,0,234,0,76,12,41,34,56,5,0,10,39,0,4,0,0,1,1,290,10,8,0,5,93,0,0,5,3,622,0,1,1,27,457,0,15,0,11,299,2,0,0
"Shigella_sonnei",7,18,24,5,34,0,7,10,4,0,3,0,11,81,0,523,23,0,103,9,903,8,0,161,1690,1,136,0,555,2,24,295,7843,3366,11,3,3612,567,9,9,51,64,0,2351,3,2,156,8,6,35,38,98,0,22,305,39,32
"Streptococcus_anginosus",1,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,2,0,2,7,4,3,0,2,4,0,0,9,0,0,1,18,10,531,1,2,18,0,10,36,132,1,1,0,0,1,18,1,0,2,0,3,28,4,0,7,0
